Protein	Gene Symbol	# Proteins	Category	10Y_1	10Y_2	4Y_1	4Y_2	1Y_1	1Y_2
O14681	EI24	1	HUMAN	27252.9	26991.7	32131.5	31306.2	32670.6	31871.5
O14683	TP53I11	1	HUMAN	58451.4	51618.6	58670.6	28414.2	39826.9	19319.2
O14686	KMT2D	1	HUMAN	14555.6	10751.5	14408.9	15959.3	13598.3	14475.1
O14715	RGPD8	1	HUMAN	15827.7	12936.5	19527.5	10537.6	11402.2	11148.4
O14717	TRDMT1	1	HUMAN			1153.11	92.4129	933.459	1031.97
O14727	APAF1	1	HUMAN	10849.5	10023.9	10445.1	10531	10638.4	10518.2
O14730	RIOK3	1	HUMAN	20546.7	19105	21091.9	22688.7	23790.9	23128.3
O14732	IMPA2	1	HUMAN	5392.75	3718.84	5987.91	5461.02	4841.78	5230.43
O14733	MAP2K7	1	HUMAN	45446.5	43494.3	44785.8	47224.1	44485.9	47048.2
O14734	ACOT8	1	HUMAN	119359	119547	135828	148044	183142	183725
O14735	CDIPT	1	HUMAN	37983.7	35490.6	36506.1	36614.3	34866	35784.3
O14737	PDCD5	1	HUMAN	347126	373418	486270	481467	392780	386236
O14744	PRMT5	1	HUMAN	458595	457055	477421	482810	473336	483327
O14745	SLC9A3R1	1	HUMAN	96686.2	85036.9	119179	113831	108944	108712
O14757	CHEK1	1	HUMAN	18177.3	15509.1	19778.8	17604.5	16143.7	13755.9
O14763	TNFRSF10B	1	HUMAN	10669.9	7988.6	12513.5	10499.1	9190.24	11233
O14772	FPGT	1	HUMAN	11707	12836.5	13048.6	14656.5	16862.7	16336.8
O14773	TPP1	1	HUMAN	60330.3	54146.5	57293.8	59628	54643.2	57056.9
O14775	GNB5	1	HUMAN	898.133	1027.24	1562.42		1268.97	1145.44
O14776	TCERG1	1	HUMAN	122026	107201	135638	131602	127670	122340
O14777	NDC80	1	HUMAN	232848	243993	224610	270448	212497	230276
O14782	KIF3C	1	HUMAN	10722.2	9362.67	10819.9	12284.8		7692.7
O14786	NRP1	1	HUMAN	7410.44	5887.17	5206	6843.81	5186.39	5134.84
O14787	TNPO2	1	HUMAN	19736.2	18963.3	22367.7	25161.3	22339.7	21695.3
O14795	UNC13B	1	HUMAN	5601.19	6476.22	7194.41	5295.63	5711.98	6432.4
O14802	POLR3A	1	HUMAN	68852.4	62459.5	74746.5	75327.9	73784.9	68671
O14810	CPLX1	1	HUMAN	2580.85	3150.26	4714.74	2230.56	3324.1	3081.47
O14818	PSMA7	1	HUMAN	546850	562454	572894	568231	585769	520005
O14828	SCAMP3	1	HUMAN	71296.1	63390.4	71149.5	70734.9	74729.4	77037.9
O14832	PHYH	1	HUMAN	5713.89		4581.22		3157.95	2594.63
O14841	OPLAH	1	HUMAN		6223.36	7621.05	5896.7	4451.54	4234.52
O14867	BACH1	1	HUMAN	1621.73		1617.35	2100.09		1189.03
O14874	BCKDK	1	HUMAN	9907.98	7115.87	10406.5	12485.8	10573.8	9362.54
O14879	IFIT3	1	HUMAN	1043340	1010850	685093	654604	513475	395191
O14880	MGST3	1	HUMAN	8636.76	8088.18	7988.13	7804.74	8379.84	8449.65
O14893	GEMIN2	1	HUMAN	47807.6	47793.1	65706.2	74650.3	60839.9	58594.3
O14896	IRF6	1	HUMAN	60260.3	54224.5	63516	57543.1	29158.8	28174.8
O14907	TAX1BP3	1	HUMAN	23209.9	23611	27500.1	28553.4	25787.9	27572
O14908	GIPC1	1	HUMAN	35711.2	38147	37031.8	37289	37247.8	40445.7
O14910	LIN7A	1	HUMAN	32417.4	32673.3	43870.7	45484	21457	26406.9
O14920	IKBKB	1	HUMAN	19356.1	24666	26433.3	30122.3	27468.3	29133.8
O14925	TIMM23	1	HUMAN	4261.22	5896.03	5475.87	2064.41	4004.45	3858.38
O14929	HAT1	1	HUMAN	111915	120957	141383	145436	177763	179958
O14933	UBE2L6	1	HUMAN	171.785	494.534	552.839		941.829	582.326
O14936	CASK	1	HUMAN	14807.4	16786.9	16945.9	13717.1	16483.7	14389.1
O14939	PLD2	1	HUMAN	1762.04	1880.07	742.317	60.361	638.306	800.203
O14950	MYL12B	1	HUMAN	275696	257266	315543	318134	305201	303281
O14957	UQCR11	1	HUMAN	5713.27		4326.21	5040.53	3687.41	3547.99
O14964	HGS	1	HUMAN	38042.8	34702	42274.8	43178.9	37398.2	38337
O14965	AURKA	1	HUMAN	9314.22	6834.71	7890.84	7937.13	6945.63	6731.34
O14966	RAB29	1	HUMAN	35048.5	30265.7	29292.1	31793.6	26983.5	21141.9
O14967	CLGN	1	HUMAN	11168.2	9621.13	10590.4	10319.6	11901.7	12524.4
O14972	VPS26C	1	HUMAN	7392.38	6358.04	9015.04	9805.57	10840.9	10436.5
O14974	PPP1R12A	1	HUMAN	48247.6	40876.9	52973.8	54779.3	48776.6	50177.3
O14975	SLC27A2	1	HUMAN	9319.04	8318.41	7221.37	7857.49	7968.78	8787.84
O14976	GAK	1	HUMAN	184032	194359	197605	219984	201911	198932
O14979	HNRNPDL	1	HUMAN	465689	465938	506458	512969	487399	467076
O14980	XPO1	1	HUMAN	300585	281913	321670	334835	337880	329886
O14981	BTAF1	1	HUMAN	34393.2	36861.3	37655.3	37670.2	38641.5	38287.7
O14983	ATP2A1	1	HUMAN	42563.9	31351	31619.2	34899.7	28567.2	41374.7
O15013	ARHGEF10	1	HUMAN	7375.27	7786.87	6644.89	6879.83	8363.93	8035.98
O15014	ZNF609	1	HUMAN	20103.6	22024.1	22485.6	21966.2	23276	23759.2
O15020	SPTBN2	1	HUMAN	70225.1	64176.2	75558.1	71518.1	82830.5	79151.2
O15021	MAST4	1	HUMAN	786.609	968.705	582.452	1393.77	1240.91	897.659
O15027	SEC16A	1	HUMAN	59866.5	56950	62065	63769.4	61444.1	63449.5
O15031	PLXNB2	1	HUMAN	2813.25	4045.06	3956.98	3125.99	4939.27	7489.57
O15037	KHNYN	1	HUMAN	2996.43	2434.74	4410.14	4453.29	2960.69	5188.74
O15040	TECPR2	1	HUMAN	25093.9	20420.8	24345.6	23365.7	17100.3	20126.1
O15042	U2SURP	1	HUMAN	182783	172439	209305	207196	208395	196886
O15047	SETD1A	1	HUMAN	21170.9	19543.2	23250.4	24128.6	23994.8	25544
O15056	SYNJ2	1	HUMAN	14134.4	9712.25	13912.4	13477.7	13179.9	12923.7
O15062	ZBTB5	1	HUMAN	831.861			660.767	464.745	1572.67
O15063	GARRE1	1	HUMAN	3299.92	6163.06	3658.72	5390.6	5594.5	5059.49
O15066	KIF3B	1	HUMAN	6753.31	5076.84	6815.89	6298.67	9247.54	8096.9
O15067	PFAS	1	HUMAN	154272	136711	180789	173328	178881	181599
O15075	DCLK1	1	HUMAN	3052.8	2986.43	3305.72	3031.93	3888.02	2342.23
O15078	CEP290	1	HUMAN	39392.8	50191.2	51402.1	40828.2	43262.6	34672.9
O15084	ANKRD28	1	HUMAN	10189	11248.1	14443.2	15029.9	13458.1	13913.4
O15085	ARHGEF11	1	HUMAN	4468	4897.08	4664.1	4452.41	5003.25	5636.24
O15090	ZNF536	1	HUMAN	12075.4	11943.3	6737.14	11468.1	9495.94	8091.42
O15091	PRORP	1	HUMAN	14888.6	14361.2	16700.2	15384.2	15190.1	14069.5
O15111	CHUK	1	HUMAN	32208.7	31447.3	35214.5	32999.6	32940.4	35001.8
O15116	LSM1	1	HUMAN	72859.3	67963.6	81000.3	82350.2	74932.8	66480.5
O15118	NPC1	1	HUMAN	30605.3	28815.9	29022.7	35061.5	33718.4	37210.8
O15119	TBX3	1	HUMAN		3893.19		1096.67	1835.24	1068.11
O15120	AGPAT2	1	HUMAN	2182.95	3860.65	3599.54	4655.13	2698.37	1635.47
O15121	DEGS1	1	HUMAN	4735.56	4614.7	4255.67	4103.24	6474.23	5652.23
O15126	SCAMP1	1	HUMAN	20628.4	16968.7	24874.9	20861.7	21300.4	19780.6
O15127	SCAMP2	1	HUMAN	12551.6	14262.7	11186.7	13897.4	15419.6	13723.4
