Protein	Gene Symbol	# Proteins	Category	10Y_1	10Y_2	4Y_1	4Y_2	1Y_1	1Y_2
Q02224	CENPE	1	HUMAN	82879.9	89956.1	99376.2	91626.5	85873.8	80102.2
Q02241	KIF23	1	HUMAN	73487.1	55423.7	77668.7	62969.5	72801	74158.6
Q02252	ALDH6A1	1	HUMAN	75364	73192.3	79457.5	79842.5	68558.8	75052
Q02256	YVH1	1	YEAST	39310	39621.9	17941.2	19466.7	6104.04	4230.69
Q02326	RPL6A	1	YEAST	1523730	1458380	881213	880289	197971	175085
Q02336	ADA2	1	YEAST		3162.97	3865.95	4809.34		
Q02338	BDH1	1	HUMAN	2645.63	6333.52	4168.64	4556.25	4300.94	3434.19
Q02354	UTP6	1	YEAST	18346.6	15732.1	10379.7	8517.98	2583.72	2279.74
Q02413	DSG1	1	HUMAN	6345.64	4926.02	4326.58	3330.2	8215.78	7842.77
Q02446	SP4	1	HUMAN	2864.67	3216.1	2717.85	2278.67	4172.37	2375.93
Q02447	SP3	1	HUMAN	1823.81			2707.34	2560.75	2817.6
Q02455	MLP1	1	YEAST	23235.3	21710.7	10696.1	10825.1	4213.42	3226.93
Q02457	TBF1	1	YEAST	19304.3	14626.7	8681.8	7419.39	3773.35	2085.89
Q02486	ABF2	1	YEAST	98082.4	100628	49595.6	47557.9	10137.6	12075.8
Q02487	DSC2	1	HUMAN	10034.2	10114.9	13120.1	11458.5	11503.6	13107.7
Q02539	H1-1	1	HUMAN			10967.8	10775.6	8195.85	6749.29
Q02543	RPL18A	1	HUMAN	503961	434092	455949	468165	517626	505013
Q02554	CUS1	1	YEAST	5121.04	9097.35	2473.21			
Q02555	RNT1	1	YEAST	15277.3	17407.2	7861.81	10346.2	1062.01	3134.42
Q02608	MRPS16	1	YEAST	9068.34	14413.6	4041.93	4711.18		603.295
Q02629	NUP100	1	YEAST	43857.3	44562.2	23395.4	20049.2	5628.16	6755
Q02630	NUP116	1	YEAST	18384.4	14705.6	9558.87	7773.46	2817.35	3676.6
Q02642	EGD1	1	YEAST	389496	423474	242480	201906	54476.7	48940.7
Q02647	DYN2	1	YEAST	15434.3	10482.9	6643.76	5463.87	2013.07	1833.65
Q02648	TRM44	1	YEAST	16782.8	16537.2	7089.24	7424.56	3031.82	1489.67
Q02724	ULP1	1	YEAST	60831.9	53085.7	47043.5	39909.2	10357.3	9563.04
Q02725	VTC3	1	YEAST	503083	504064	195650	200912	45636.7	48082.5
Q02733	IRC15	1	YEAST	107453		50552.7	48706.1	12655.9	7923.01
Q02750	MAP2K1	1	HUMAN	57417.6	50246.9	58946.2	57408.7	62047.2	63326.3
Q02753	RPL21A	1	YEAST	2426690	2364440	1106510	1072900	187256	173097
Q02754	YPL067C	1	YEAST	19870.2	24982.3	8591.61	18087.1		
Q02767	VPS28	1	YEAST	2105.65	1383.5	1704.64	1718.35	112.78	265.008
Q02772	PET191	1	YEAST	11614.1	10262.8	6474.57	5943.1		2146.65
Q02773	RPM2	1	YEAST	14976.2	16319	12058.1	8457.89	3550.89	3550.09
Q02776	TIM50	1	YEAST	92327.2	73282	36006.5	36529.6	9581.72	10698.1
Q02784	GRX5	1	YEAST	49333.3	52047.8	20242.6	24067.1	4467.4	5515.19
Q02785	PDR12	1	YEAST	11867.7	11576.8	5128.58	4848.2	1711.82	
Q02790	FKBP4	1	HUMAN	639350	587449	695441	689533	660088	695188
Q02792	RAT1	1	YEAST	17289	20503.7	8605.74	10589.7	4403.81	
Q02793	SKI8	1	YEAST	11118.9	10515.8	4256.35	5255.07		
Q02795	SWP1	1	YEAST	127227	104643	51569.4	49822.1	11637.4	16928.2
Q02804	ARL3	1	YEAST	17829.6	18546.7	5549.44	7716.61	2208.4	1946.91
Q02805	ROD1	1	YEAST	5527.04	10661.4	4972.45	4673.31		
Q02809	PLOD1	1	HUMAN	32218.3	33670.5	33270.9	36059.1	37262.7	37979.5
Q02818	NUCB1	1	HUMAN	21773.9	22608.1	28983	25904.3	24330.6	24535.6
Q02821	SRP1	1	YEAST	165929	177050	69631.8	66445.1	13431.8	12817.6
Q02833	RASSF7	1	HUMAN	2929.76	2638.8	2023.81	3216.22	2123.92	3041.9
Q02866	MUK1	1	YEAST	8502.02	11407.6				2942.27
Q02875	SYH1	1	YEAST	12745.8	12496.1	6601.04	7119.26	1569.33	1940.19
Q02878	RPL6	1	HUMAN	1489570	1442500	1755760	1801130	1480030	1407200
Q02880	TOP2B	1	HUMAN	8887.92	13142.4	11940.7	9605.56	7773.8	9678.74
Q02883	FMP30	1	YEAST	1491.22	2167.05				
Q02884	ELP4	1	YEAST	9479.47	12423.8	5176.17	3078.16	1987.48	1622.04
Q02887	ATG21	1	YEAST	10786.8	8285.52	5809.74	6186.94		
Q02890	PNG1	1	YEAST	5118.21	5276.97				
Q02892	NOG1	1	YEAST	136258	125423	56633	56079.6	12538.8	12470.8
Q02896	YDC1	1	YEAST	13423.9	17216.4		5049.43	1228.45	1253.31
Q02908	ELP3	1	YEAST	55602.2	55945.2	23719.5	26576.5	5408.07	6106.76
Q02930	CREB5	1	HUMAN	634.488	323.357	1458.98	808.434	996.097	944.648
Q02931	NAN1	1	YEAST	35590.4	30822.9	15041.7	16410	4610.62	4368.73
Q02932	KAP120	1	YEAST	83594	116481	43074.6	46815.7	18534.4	17782.9
Q02939	TFB2	1	YEAST	6912	7456.61	3809.22	2779.38	758.539	1032.44
Q02948	VPS30	1	YEAST	1417720	1435420	625676	572876		100303
Q02950	MRP51	1	YEAST	8808.64	6719.9	3080.78	3318.14	573.474	666.044
Q02952	AKAP12	1	HUMAN	86697.7	75686.2	94907.4	90805.3	86019.8	91137.2
Q02959	HOS3	1	YEAST	8269.87	6951.12	4895.99	3836.17	822.62	
Q02969	PEX25	1	YEAST	99071.1	98557	33666	33802.5	6362.26	10330.5
Q02978	SLC25A11	1	HUMAN	12557.9	11074.9	12127.8	12855.3	11711.3	11209.4
Q02979	GDE1	1	YEAST	31954.3	29447.7	16516.5	13407.8	4141.96	2638.37
Q03001	DST	1	HUMAN	19813.1	17545.1	19978.6	20167.9	20216.9	20131.3
Q03010	UME1	1	YEAST	6685.43	6076.45	2250.25	2333.64	1194.24	
Q03013	GSTM4	1	HUMAN	3434.67	2900.95	3840.49	2974.36	3539.1	3721.67
Q03016	GIP3	1	YEAST	34117.7	31703.7	13665.1	11388.9	3889.67	3072.43
Q03034	FDC1	1	YEAST	33367.5	27165.4	8923.27	18474.1	2593.56	2090.98
Q03048	COF1	1	YEAST	962184	962681	376112	374882	91300.5	91564
Q03060	CREM	1	HUMAN	1763.49	138.405	1311.8	946.938	853.796	260.919
Q03063	DIG1	1	YEAST	878.226	1081.47	681.721	687.321	165.605	
Q03088	SVL3	1	YEAST	20783.4	22934.1	10697	10882.7	3475.09	2865.78
Q03102	YML131W	1	YEAST	14135.2	13566.7	7183.25	5906.44		
Q03103	ERO1	1	YEAST	57780.1	64038	25498.1	23707.6	6516.14	6253.86
Q03104	MSC1	1	YEAST	1264.6	1003.47	647.735	304.662		
Q03111	MLLT1	1	HUMAN	14545.3	10886	11381.3	12855.5	13017.4	13940.3
Q03112	MECOM	1	HUMAN	11511		9143.82	12195.3	6015.07	7137.3
Q03113	GNA12	1	HUMAN	26948.1	16930.4	30742.9	27810.9	44013.1	40636.7
Q03124	RSC9	1	YEAST	45353.8	46981.3	21769.7	18316.5	4902.92	6443.54
Q03135	CAV1	1	HUMAN	1749.16	1644	1799.66	932.613	1650.44	3163.08
Q03151	MTG1	1	YEAST	22394.2	23114.4	24301.3	20828	24954.4	15452.6
Q03153	ATP25	1	YEAST	48419	47974.9	15026.2	12653.9	3637.81	5745.12
Q03154	ACY1	1	HUMAN	14369.7	15414.2	16291	13100.1	10360.4	12361.1
Q03161	YMR099C	1	YEAST	492024	464554	188325	202953	38802.1	46049.2
Q03164	KMT2A	1	HUMAN	25058.6	31008.3	22256.4	31064.8	38503.5	34661.4
Q03195	RLI1	1	YEAST	119187	114152	47505.5	50467.6	10905.5	12316.2
Q03201	RSM10	1	YEAST	10718.5	8770.2	4783.04	3201.87	2181.87	2376.05
Q03219	YMR178W	1	YEAST	22890.5	21223.1	11525.6	10421.8	2344.21	3209.51
Q03246	MRPS17	1	YEAST	7472.08	7701.4	5068.03	5329.98		2327.33
Q03252	LMNB2	1	HUMAN	8258.34	6448.9	8207.09	7689.89	7883.69	8981.55
Q03254	FCP1	1	YEAST	10298.3	11185.7	5998.2	6241.62	1681.67	1838.83
Q03262	PRM15	1	YEAST	18533.6	26139.3	14353.6	10034.5	1787.05	5030.39
Q03264	NGL2	1	YEAST	16055.8	13319.1	5554.19	9564.8	1006.7	2563.07
Q03266	ABZ2	1	YEAST	4353.46	5474.74	3356.55	2414.58	907.156	1272.1
Q03280	TOM1	1	YEAST	26443.2	29025.5	13703.3	14612.4	5939.78	3810.73
Q03281	HEH2	1	YEAST	15616.6	21448.4	9311.6	9436.87	3032.45	2707.67
Q03290	TFB3	1	YEAST	19752.5	15044.8	9825.96	9694.25	2462.93	2710.29
Q03305	RMT2	1	YEAST	62932	61778.2	25027.8	28203.5	4705.57	12952.8
Q03306	PKH3	1	YEAST	2956.98	1521.11	3103.99	1347.27	647.662	715.846
Q03308	VPS16	1	YEAST	1921.16	2450.37	2194.4	2829.02		
Q03322	TLG1	1	YEAST	12662.3	11354	6007.65	6580.14		
Q03323	SDC1	1	YEAST	29126.9	34673.7	9925.6	13672.9	5038.8	4104.99
Q03327	UGO1	1	YEAST	3594.59	5217.6	3249.32	3703.35	2140.55	2443.25
Q03330	GCN5	1	YEAST	9710.81	11846.5	4767.09	6718.28	1446.99	1897.39
Q03337	TRS31	1	YEAST	21364.2	20289.5	10057.7	8980.08	1790.71	3309.4
Q03338	PRP3	1	YEAST	64396.6	51688.9	13835.8	24720.9	1126.23	
Q03361	JIP4	1	YEAST	2311.63	1766.52	1214.14	434.806		
Q03362	YDR476C	1	YEAST	12726.3	13967	7909.85	7147.36	4303.37	3538.47
Q03375	CWC21	1	YEAST	2430.14	2872.42	2283.33	841.761		
Q03390	VPS60	1	YEAST	2120.98	1775.6		354.069	95.7327	345.929
Q03393	PTS	1	HUMAN	6817.99	5097.98	6884.18	6901.18	6751.73	4519.52
Q03407	PKH1	1	YEAST	50990.6	72968.3	35657.8	22251.3	6530.93	2976.71
Q03426	MVK	1	HUMAN	21118.8	15177.4	16106.5	11837.5	13362.4	13693.6
Q03429	MZM1	1	YEAST	8173.98	6502.39	3432.07	4210.79		
Q03430	RSM28	1	YEAST	8965.45	9116.05	4656.98	7789.57		
Q03435	NHP10	1	YEAST	3621.57	5803.5	2413.86	1209.65	601.907	635.372
Q03441	RMD1	1	YEAST	5771.51	5787.21				
Q03455	MSC2	1	YEAST	1083.23	1277.05	611.171	949.755		
Q03466	EBS1	1	YEAST	3654.66	4205.75		2902.89		
Q03468	ERCC6	1	HUMAN	157268	170000	193676	142250	169481	148424
Q03496	TRM732	1	YEAST	17525.9	13948.9	6517.76	6627.59	2159.52	2211.95
Q03497	STE20	1	YEAST	11730.6	8771.79	6203.8	4740.46	2283.58	1565.43
Q03516	RSN1	1	YEAST	25285.4	23871.6	11841.9	11478.4	3711.14	2866.17
Q03518	TAP1	1	HUMAN	4636.68	4954.11	4061.47	2950.39	3394.39	3744.32
Q03519	TAP2	1	HUMAN	868.373	1183.28	1697.77	1301.87	1300.78	1309.26
Q03525	TMA23	1	YEAST	4984.98	2280.76	1587.54	2629.12	777.26	
Q03529	SCS7	1	YEAST	46168	37466.2	14852.3	17698.8	2905.48	3255.73
Q03532	HAS1	1	YEAST	100866	102373	45662.5	43827.8	12271.9	10966.8
Q03533	TDA1	1	YEAST	9325.94	6851.75	4782.31	3792.2		4099.37
Q03558	OYE2	1	YEAST	1174450	1128460	510989	529368	137456	133197
Q03559	YMR295C	1	YEAST	21813	20417.6	8119.78	10696.2	3412.95	5240.34
Q03579	LIP1	1	YEAST	22831.5	18836.9	15352.9	7089.82	2016.15	4323.44
Q03629	YML079W	1	YEAST	47945.1	49946	19668.5	19972.8	4188.89	5550.21
Q03630	BET5	1	YEAST	2178.18	1946.19	1252.15	596.961		
Q03640	TCB3	1	YEAST	68376.4	71241.3	28164.3	29440.4	7648.57	7511.02
Q03648	YMR209C	1	YEAST	4038.87	2301.4	1876.66	2603.03		
Q03653	EFR3	1	YEAST	17175.4	15851.9	9350.93	10386.1	8026.59	4765.58
Q03654	CEF1	1	YEAST	1519.82	2760.97				
Q03655	GAS3	1	YEAST	79081.9	72413.9	33643.9	33132.8	7435.34	8726.79
Q03656	SKY1	1	YEAST	6029.59	4357.93	2248.37	2712.8	451.17	747.219
Q03660	TRS130	1	YEAST	10381.2	10914.3	6513.55	4264		
Q03661	ESC1	1	YEAST	24135.8	27954.2	9902.84	13780	8275.43	5457.98
Q03667	MIX17	1	YEAST	44590.2	51483.1	31865.3	24882.2	5569.12	8097.87
Q03673	AIM34	1	YEAST	7857.22	7831.84	6148.27			544.507
Q03674	PLB2	1	YEAST	17291.9	21716.5	10313.6	10611.2	2095.52	2912.66
Q03677	ADI1	1	YEAST	15250.3	11859.7	7565.26	5213.94	3295.06	2836.73
Q03690	CLU1	1	YEAST	185618	177495	76225.2	72270.4	18065.5	17510
Q03691	ROT1	1	YEAST	12198.1	12107.4	6447.96	4397.21	737.162	1233.71
Q03701	CEBPZ	1	HUMAN	5903.81	7382.48	6854	5340.63	6592.73	6234.93
Q03705	CGI121	1	YEAST	27104.4	24221	13709.5	13220.7	4073.58	3309.85
Q03707	SRC1	1	YEAST	769575	681513	355185	314797	146491	145882
Q03713	RCF1	1	YEAST	14285.9	12064.2	5680.44	6895.42	1848.83	3067.94
Q03714	USA1	1	YEAST	3535.58	2697.61	3234.02	1244.89		
Q03730	YML018C	1	YEAST	2177.28	1962.15	1253.13	916.422		362.289
Q03735	NAB6	1	YEAST	9106.32	7578.47	3989.25	4656.39	1118.86	1509.64
Q03750	TAF8	1	YEAST	2028.81	1559.94	42.7154	426.098		
Q03758	BUL2	1	YEAST	24413.3	15875.7	13172.7	10684.9	5904.71	5076.41
Q03761	TAF12	1	YEAST	27733.9	21542.1	15005.1	13949.4	4357.37	4506.2
Q03768	GIR2	1	YEAST	28876.4	29149.8	12863.3	11377.1	4431.55	3755.61
Q03769	ENT5	1	YEAST	16915.8	20016.5	9295.75	9378.81	3176.25	2139.53
Q03771	ACL4	1	YEAST	40391.7	38252.8	13989.8	16113.9	3734.79	3852.74
Q03774	TRM82	1	YEAST	64028.8	66438.1	27334.4	26151.5	4819.31	5639.98
Q03778	FMN1	1	YEAST	13612.4	15019.6	7768.23	6765.49	1334.35	1446.18
Q03786	YDR248C	1	YEAST	11026.9	10022.8		6724.85	597.68	
Q03790	NUP53	1	YEAST	15569.4	16391.8	8026.22	8845.53	5515.47	4325.37
Q03798	AIM36	1	YEAST	9487.01	8159.97	4598.54	4374.44	2806.93	1585.13
Q03799	MRPS8	1	YEAST	12220.1	9550.81	5703.09	5515.53	1766.35	880.502
Q03833	GIS1	1	YEAST	2767.21	1537.41	1675.27			
Q03834	MSH6	1	YEAST	60411.2	46695.7	26783.7	23663.9	7757.83	10137.2
Q03835	GRX3	1	YEAST	177607	191547	51890.3	56472.4	11582	13918.4
Q03862	ARX1	1	YEAST	569565	513964	230172	235971	52415.5	51270.3
Q03919	RUB1	1	YEAST	13971.4	9311.51	9696	9426.63		3522.73
Q03921	DOP1	1	YEAST	28613.7	25565.8	11590.2	13426.3	4516.75	3821.96
Q03933	HSF2	1	HUMAN	9654.72	4198.29	6831.86	8476.58	6893.23	6884.51
Q03940	RVB1	1	YEAST	150150	154679	61267.5	61293	14299.7	16627.3
Q03941	CAB5	1	YEAST	5268.2	4582.18		4310.98		2180.45
Q03944	VPS64	1	YEAST	257.867		440.755	257.54		
Q03957	CTK1	1	YEAST	5205.65	4421.5	3952.89	4541.54	4691.19	4520.7
Q03973	HMO1	1	YEAST	330501	291998	126129	127280	22784.5	24045.3
Q03976	RSM24	1	YEAST	18743.7	22774.4	9724.07	8237.01	1889	
Q04004	PLP1	1	YEAST	6179.85	4792.04	2440.17	4872.35		
Q04013	YHM2	1	YEAST	49672.2	53376.9	20460.5	20031.5	7513.65	3764.61
Q04031	RRP17	1	YEAST	5743.99	4006.98	3001.72	4381.08	2697.87	
Q04033	YDR415C	1	YEAST	5202.51	3213.88		1195.16		
Q04053	SNX41	1	YEAST	15697.6	24984.6	5049.96	2282.26		904.348
Q04062	RPN9	1	YEAST	108810	107404	43346.8	43303.1	8933.77	8662.02
Q04066	BNA7	1	YEAST	20042.5	26433.1	10818.1	11873.6	5440.36	5243.08
Q04067	TIF35	1	YEAST	318781	306653	137987	136951	26740	27728.7
Q04080	GPI17	1	YEAST	26237.6	23310.7	9979.08	11963.6	3460.11	2530.22
Q04081	PPM1	1	YEAST	8343.03	9212.53	4206.28	4710.99	1962.09	
Q04119	PPN1	1	YEAST	15438.1	15642	8309.39	7025.67		2603.3
Q04120	TSA2	1	YEAST	467208	590977	295923	179501	9759.46	4614.84
Q04170	YDR391C	1	YEAST	40257.4	47585.9	14032.4	13447.7	4892.93	3589.77
Q04175	SXM1	1	YEAST	57004.1	54883.7	25296.8	25956.7	7380.35	8806.05
Q04177	UTP5	1	YEAST	23099	19094.2	10302	11921.2	3283.42	17240
Q04178	HPT1	1	YEAST	124860	123014	54961.1	48598.2	16084.1	18266
Q04179	URH1	1	YEAST	9098.25	8334.65	3985.46	5636.26		
Q04182	PDR15	1	YEAST	131111	111142	59500.9	57546.2	20491.9	15526.6
Q04183	TRS120	1	YEAST	11163.8	10959.1	3541.67	5178.36	1028.72	1801.99
Q04201	CUE4	1	YEAST	354.206	508.456	933.872	1812.47		
Q04206	RELA	1	HUMAN	37055.8	36190.8	40956.9	39704.2	41102.8	39609.2
Q04212	ARA2	1	YEAST	2424.86	2408.95	1268.02			
Q04213	IOC4	1	YEAST	6999.89	7517.75	3301.6	6655.62	1442.51	
Q04214	TY1B-MR1	1	YEAST	82686.1	64356.5	31714.2	33124.4	8349	5059.47
Q04217	ECM16	1	YEAST	36137	35039.4	13801.3	15901	3298.44	3719.99
Q04223	YMR130W	1	YEAST	10862.1	9062.81	6058.75	4033.4	961.161	3052.66
Q04225	RRB1	1	YEAST	79150.1	71855.5	33806.9	33155.6	8289.41	8703.33
Q04226	TAF11	1	YEAST	1118.52	2398.81		485.193		
Q04228	UBX2	1	YEAST	14464.5	13281.7	6185.78	5968.1		
Q04231	RAD33	1	YEAST	8913.16	8791.45	5562.03	2942.7		
Q04235	TRM12	1	YEAST	8492.19	7719.45	4153.38	3670.09		
Q04264	PDS5	1	YEAST	20703	16522.5	8313.66	10012.5	7002.12	5805.01
Q04279	SEG1	1	YEAST	15239.8	11912.2	6666.83	8607.83	2840.37	1562.18
Q04304	YMR090W	1	YEAST	5017.73	3497.5				
Q04305	UTP15	1	YEAST	24751.2	21310.8	10818	8090.76	2537.82	2814.55
Q04307	RPC11	1	YEAST	10409.8	9842.69	3384.52	4407.13		
Q04311	VMS1	1	YEAST	9065.78	4705.23	2934.28	2953.37	647.241	790.218
Q04322	GYL1	1	YEAST	9056.85	6148.18	4971.47	4204.16	1812.79	2712.33
Q04323	UBXN1	1	HUMAN	90118	74345.8	104549	105017	97023.6	94892.4
Q04336	YMR196W	1	YEAST	20716.6	16750.7	10503.3	9176.16	2303.23	3003.59
Q04338	VTI1	1	YEAST	26824.2	24986.4	12120.7	13568.1	3921.16	4396.68
Q04341	MIX14	1	YEAST	2822.93	4430.52	4290.45	2136.27	4498.6	4407.32
Q04344	HNT1	1	YEAST	217428	197365	93921.7	107048	31425.8	28558.8
Q04371	YMR027W	1	YEAST	109910	94610.6	43435.5	41118.4	10000.3	9843.3
Q04372	TAP42	1	YEAST	7866.49	16943.9	7400.57	4092.85		
Q04373	PUF6	1	YEAST	62312.3	60806	24473.2	25941	6357.93	4676.87
Q04401	SDH7	1	YEAST	31996	31105.1	14218	10170.1		
Q04406	EMI1	1	YEAST	55221.6	53794.6	42246	41006	11930.6	12757.3
Q04409	EMI2	1	YEAST	53357.9	54256.8	23253.4	26345.2	6556.66	6658.62
Q04410	GRH1	1	YEAST	20669.2	21001.5	10234.9	9571.76	3692.67	2293.99
Q04418	RBA50	1	YEAST	11152.1	9457.14	4746.87	5287.54	1457.41	
Q04430	CAB1	1	YEAST	38327.8	23085.5	13351.7	9352.33	2776.19	2019.44
Q04432	HSP31	1	YEAST	14464	16892.3	9208.14	6559.09	2086.38	2852.52
Q04439	MYO5	1	YEAST	63398.8	57876.4	25993.6	27111.7	9658.74	8673.18
Q04446	GBE1	1	HUMAN	23522.2	19938	25614.8	24398.4	20337.3	21219.1
Q04458	HFD1	1	YEAST	22132.1	21290.3	8916.35	11004.4	4310.39	3695.08
Q04472	MGR3	1	YEAST	16790.8	11536.1	7348.39	4443.92		5395.85
Q04477	SPC24	1	YEAST	15683.7	9709.85	4003.86	7352.41		
Q04491	SEC13	1	YEAST	380852	348388	152606	163837	34813.2	39356
Q04493	GIM5	1	YEAST	89927.8	78452.2	37669.9	41636.6	7304.69	8721.88
Q04500	UTP14	1	YEAST	37348.9	34943.5	17006.9	17687.3	6201.83	6108.98
Q04511	UFO1	1	YEAST	5992.73	5598.03	3140.53	3829.02	3693.63	3340.11
Q04533	YML082W	1	YEAST	8693.07	6778.19	5468.33	5488.8	3421.42	5296.01
Q04562	TMN2	1	YEAST	10224.3	10399.3		7159.38	1093.7	1684.8
Q04585	YDR109C	1	YEAST	2700.39	2358.6	1002.52	1610.3		510.835
Q04599	MRPL1	1	YEAST	19386.9	18950	8742.69	10271.4	1976.47	2307.13
Q04600	TMA64	1	YEAST	431211	542720	455912	306334	196770	211726
Q04602	VBA4	1	YEAST	22722.9	23968.6	6698.37	8118.53	2016.3	3081.99
Q04603	DPB4	1	YEAST	2216.47	2053.05	1337.32	2090.05		506.289
Q04632	COG8	1	YEAST	18930.2	24573.8	11276.8	19813.9	18161.9	
Q04636	POB3	1	YEAST	71485.1	73109	28544.4	30504.9	6158.26	7496.45
Q04637	EIF4G1	1	HUMAN	313134	293734	344831	343905	340496	339377
Q04651	ERV41	1	YEAST	19840.6	19811.1	8693.37	7921.71	3434.33	1691.6
Q04656	ATP7A	1	HUMAN	8631.6	7910.38	6807.56	7915.31	7972.41	8400.54
Q04660	ERB1	1	YEAST	50500.1	50659.2	26240.1	24050.3	6918.07	6279.6
Q04673	SSL1	1	YEAST	6953.78	5594.12	1849.67	2811.64	1173.51	731.068
Q04693	RSE1	1	YEAST	10155.2	8779.62	6668.01	9497.15	4094.8	
Q04695	KRT17	1	HUMAN	19655.4	17215.7	10693.7	9888.03	17760.4	17655.2
Q04697	GSF2	1	YEAST	79213.1	71997.5	34634.6	33849	6273.73	6119.4
Q04721	NOTCH2	1	HUMAN	11087.8	7700.3	7614.78	9710.75	8652.12	9859.03
Q04724	TLE1	1	HUMAN	29350.2	27864	29689.3	21133.4	18855.3	22662.3
Q04725	TLE2	1	HUMAN	7921.86	10803.4	8860.44		11764.7	8919.8
Q04726	TLE3	1	HUMAN	97323.2	91295.4	104668	97318.4	101315	97509.7
Q04727	TLE4	1	HUMAN	30840.5	25460.6	41051.8	39821.1	37986	37455.7
Q04728	ARG7	1	YEAST	31139.4	30791.1	14172.4	15715.4	5798.53	5559.81
Q04739	GAL83	1	YEAST	10455.4	11345.3	5060.7	6416.61	2578.54	1857.64
Q04759	PRKCQ	1	HUMAN	17283	10719	13459.7	17325.3	12137.7	14889.1
Q04760	GLO1	1	HUMAN	1478530	1459310	1628750	1696470	1321750	1268790
Q04767	TVP18	1	YEAST	26151.6	19192.3	3719.54	9086.24	2787.86	4892.64
Q04772	IRC21	1	YEAST	5483.57	5276.29	4924.65	4825.88		2392.29
Q04773	YMR074C	1	YEAST	50035.3	31721.7	22333.7	21255.4	4698.02	7956.53
Q04779	RCO1	1	YEAST	13502.5	10931.7	6678.61	6716.17		
Q04781	RKR1	1	YEAST	18664.9	18701.4	8241.9	9305.12	2061.62	2516.8
Q04792	GAD1	1	YEAST	11896.5	14758	5284.18	10021.3	1695.44	4080.63
Q04814	YMR252C	1	YEAST				201385		32076.4
Q04835	YMR253C	1	YEAST	5462.21	1709.01		1449.8		
Q04837	SSBP1	1	HUMAN	542706	512798	604132	609190	533820	569822
Q04839	GFD1	1	YEAST	6185.71	8001.89	4780.87	6455.06	2254.07	768.585
Q04847	ROY1	1	YEAST	13420.9	9192.69	4460.75	3516.13		1385.47
Q04864	REL	1	HUMAN	9553.67	8936.38	11036.8	9323.52	10099.8	8814.61
Q04867	YMR310C	1	YEAST	11409.4	7458.99	3047.27	5274.48	1142.6	2331.82
Q04868	ELP6	1	YEAST	14015.7	18660.7	5668.86	5189.56	1587.56	2276.95
Q04869	YMR315W	1	YEAST	73399.6	71099.4	26922.4	28600.5	7141.49	7905.88
Q04894	ADH6	1	YEAST	127876	143396	59607.1	55807.7	15521.6	17455.8
Q04917	YWHAH	1	HUMAN	318369	291041	346940	350918	358603	336306
Q04922	MFB1	1	YEAST	1943.22	2271.59	734.82			
Q04924	GTB1	1	YEAST	9410.17	10814.9	6839.05	5570.08	4239.93	
Q04934	IVY1	1	YEAST	14220.5	10062.8	7824.52	6717.76		1911.8
Q04935	COX20	1	YEAST	7072.71	8939.84	2597.76	2594.55	3530.55	
Q04947	RTN1	1	YEAST	610253	577925	264108	286519	52676.1	45368.9
Q04951	SCW10	1	YEAST	6767.88	4643.29	2369.64	2672.47	474.388	583.058
Q04958	NTE1	1	YEAST	14554.6	12069.3	7351.56	8346.42	1474.43	4823.68
Q04969	SPC2	1	YEAST	26121.3	16109.8	9408.08	11290.6	4292.56	4165.05
Q04991	FMP42	1	YEAST	23289	20859.9	9691.48	8599.96	4314.81	2661.36
Q05015	FSH2	1	YEAST	2712.59	2009.66	1458.65	1808.08	552.945	550.523
Q05016	YMR226C	1	YEAST	247929	238891	99957.8	102751	26961.7	22695.1
Q05022	RRP5	1	YEAST	143314	133309	63777	62255	15413.3	15208.9
Q05027	TAF9	1	YEAST	1154.14	445.488	132.204	628.854		
Q05029	BCH1	1	YEAST	45622	44915.3	17449.5	20485.6	4466.31	4731.78
Q05031	DFG5	1	YEAST	3308.95	4433.95	1161.19	1864.8		
Q05040	FAR8	1	YEAST	12773.1	18624	5437.96	6610.3	1849.21	1852.76
Q05048	CSTF1	1	HUMAN	39671.8	38376.7	39289.3	40779.4	40289.9	39422.3
Q05050	EIS1	1	YEAST	92238.2	78324.4	36889.6	41850.3	13551.6	11541
Q05086	UBE3A	1	HUMAN	30115.5	30946.7	28042	31293.2	33902.6	33655.1
Q05123	ARP9	1	YEAST	49965.9	56384	22371.5	24300.8	7622.23	12356.4
Q05166	ASM4	1	YEAST	7120.28	4979.69	3586.14	3347.68		
Q05193	DNM1	1	HUMAN	135450	136689	135236	148405	138808	131314
Q05209	PTPN12	1	HUMAN	5682.65	5058.49	6713.18	5594.69	7057.26	7754.24
Q05359	ERP1	1	YEAST	149350	126323	60756.6	59593.9	14246.5	15338.2
Q05397	PTK2	1	HUMAN	34026.4	32011.9	38465	38083.7	36384.6	41600.5
Q05468	RQC1	1	YEAST	7954.59	9103.68	4580.15	4420.07	3204.35	2331.56
Q05469	LIPE	1	HUMAN	102882	109008	58637.8	35619.4	21185.9	24460.8
Q05498	FCF1	1	YEAST	1507.36	1591.67	2381.93	1557.84		1810.35
Q05506	YDR341C	1	YEAST	863351	833783	356178	347469	76832.6	73821.5
Q05513	PRKCZ	1	HUMAN	9556.21	9017.34	11975	12979.7	8704.32	10010.6
Q05515	SVF1	1	YEAST	151503	139174	62883.3	60613.6	16542.8	15601.4
